"Channel Title","Channel URL","Channel ID",Position,"Video Title","Video URL","Video ID","Publish Date",Duration,Views,Description,"Thumbnail URL","Availability Status"
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,66,"Ilya Minin (Eli) – linearna zaležnosť (Official Video)",https://www.youtube.com/watch?v=wvOA4AV6ytU,wvOA4AV6ytU,2024-04-03T13:00:06Z,03:33,110,"Ilya Minin (Eli) – linearna zaležnosť (Official Video)

Subscribe to our channel for more music videos and hit the notification bell to stay updated on all the latest releases.

#officialmusicvideo #medžuslovjansky #experimentalmusic  
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Linear dependency in sound art refers to the relationship between different sound elements that create a coherent and harmonious composition. 
It involves the arrangement of sounds in a structured and logical manner, where each sound contributes to the overall narrative or emotional impact of the piece. 
Understanding the concept of linear dependency allows sound artists to craft immersive experiences by controlling the progression, development, and interplay of sounds to convey a specific message or evoke particular feelings within the listener. 
Mastering linear dependency in sound art can lead to more impactful and resonant sonic creations.

Ilya Minin (Eli) – elias adams
Model – Ivan Netkachev

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/wvOA4AV6ytU/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,67,"geztålt – Їšтоґїa Оdиоgо Їšкцшёиїa (Official Video)",https://www.youtube.com/watch?v=O6SqS3W7WIU,O6SqS3W7WIU,2024-03-27T13:34:03Z,02:00,196,"geztålt – Їšтоґїa Оdиоgо Їšкцшёиїa (Official Video)

Subscribe to our channel for more music videos and hit the notification bell to stay updated on all the latest releases.

#officialmusicvideo #medžuslovjansky #hyperpop 
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

In the maze of life, there is a powerful force called temptation.
Promising pleasure, power, and instant gratification, it lures and entices like the sirens of old. 
Temptation appeals to our desires. 
Temptation preys on our weaknesses. 
It lays bare a deep, revealing the complex combination of our desires, our worries, our insecurities.

Temptation ennobles us, increasing self-awareness and empowerment. Resisting temptation is a test of our character and willpower. 
Let us strive to transcend what we want and accept what makes us truly human.


Rendering – ​⁠@blikkcg
Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/O6SqS3W7WIU/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,68,"Иногда, наши cбывшиеся желания могут вызвать разочарование",https://www.youtube.com/watch?v=NpxvC5esJHI,NpxvC5esJHI,2024-03-21T17:27:50Z,00:30,99,"Иногда, наши сбывшиеся желания могут вызвать разочарование",https://i.ytimg.com/vi/NpxvC5esJHI/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,69,"geztålt – Mudak (Official Video)",https://www.youtube.com/watch?v=mGKYctn7TOo,mGKYctn7TOo,2024-03-19T13:00:07Z,03:25,"1,577","geztålt — Mudak (Official Video)

Subscribe to our channel for more music videos and hit the notification bell to stay updated on all the latest releases.

#officialmusicvideo #clip #hyperpop 
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Lyrics:
Говорят в художественной среде любят курить. 
Это правда. 
Потому что ты мудак!
Но как же тогда быть? 
Потому что ты мудак! 
И жизнь, и искусство – это не что иное, 
Как проявления одного и того же вселенского 
Заговора. 
А я думаю, неправда. 
Потому что ты мудак!

Это, скорее, похоже на пыльный шелк судьбы,
Вокруг столько пыли и мольбы. 
Но для меня это представление говорит 
О художественном кризисе
О духовном кризисе!
На самом деле всё гораздо проще:
Потому что ты мудак!
А!

Туууу тутутутуту туту
Ту тутур туту туту
Ту, ту турутурутурутуру
Туууу!
Йеах!

Я хочу сказать, 
Что дело не в том, что ты мудак, а в том, 
Что ты чего-то 
По этому поводу не знаешь. 
Потому что ты мудак!

Хотя на самом деле - всё наоборот;
Есть люди, которые
Не мудаки.
Они как раз знают, кто они на самом деле. 

Они так выросли,
Что могли спокойно смотреть в лицо и Богу и Дьяволу, а ты даже этого не можешь. 
Потому что ты мудак!
Потому что ты мудак!
Ууууу!

Татата татата рата тата там
Рататата тата рата тата там
Рататата тата рата тата там
Ух!
Потому что ты мудак!

А ты веришь, что ты умён,
Считаешь себя гением —
Только я в это не верю. 
Потому что ты мудак!

В моём мире умных людей нет. 
В моем мире дураки всегда безумны. 
Это называется равновесие, равновесие, равновесие!

Только жизнь уже будет другая
И судьба — тоже,
Потому что ты мудак!

Если ты похож на Бога или Дьявола,
Ты на самом деле Бог и
Дьявол!
Ох!

И это единственный выход — не выбирать,
Понимаешь,
Потому что ты —
Мудак!

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/mGKYctn7TOo/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,70,"е/б ft. geztålt — Lupen (Official Video)",https://www.youtube.com/watch?v=qsCjrhffYjY,qsCjrhffYjY,2024-03-07T13:00:06Z,01:30,400,"е/б ft. geztålt — Lupen (Official Video)

Subscribe to our channel for more music videos and hit the notification bell to stay updated on all the latest releases.

#officialmusicvideo #medžuslovjansky #hyperpop 
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Lyrics:
Hot vild igra, eshhe nit' zo svet.
Kinki pravda v tvoih ohnah bez den,
Naughti rebenok, pozvati me tvoj gospodin.

Desno, levo, vsem gorahko na kozha,
Nashe zhelanie plamja, mne ne zhalko.

S tvoim viničenja, vi poučeni,
Ritam BDSM, etot lupen tvoj.

V zapečatljennii komnata, svet je mal,
Tvôj sužnji, krasna jak zvezda je pal.

Bondage strela, iz soft do hard,
Vzkriknut' po užitek, jak vild pop art.

Slovno doktor, s passionatem lieču ruani,
Dnes som tvoj vladca, misteriózne panni.

BDSM nash tajna podstava,
Hotějice hot session jako lava.

Follow Eli:
Instagram: @magnetic_demon 
Facebook: Ilya Minin (Eli)",https://i.ytimg.com/vi/qsCjrhffYjY/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,71,"sergaj #meme #mushorts",https://www.youtube.com/watch?v=xpfjvoySHk8,xpfjvoySHk8,2024-03-05T20:49:25Z,00:55,233,,https://i.ytimg.com/vi/xpfjvoySHk8/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,72,"geztålt — Sergaj (Official Video)",https://www.youtube.com/watch?v=c9MV8CoR-Ls,c9MV8CoR-Ls,2024-03-04T15:20:17Z,01:30,396,"Serval? Margaj? Sergaj!",https://i.ytimg.com/vi/c9MV8CoR-Ls/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,73,"Never meme #meme #mushorts",https://www.youtube.com/watch?v=a-ml9PY4dRg,a-ml9PY4dRg,2024-01-29T22:30:15Z,00:15,833,,https://i.ytimg.com/vi/a-ml9PY4dRg/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,74,"Bored of #contemporaryart",https://www.youtube.com/watch?v=5Zc2ybLKIzE,5Zc2ybLKIzE,2023-09-19T23:46:17Z,00:28,74,,https://i.ytimg.com/vi/5Zc2ybLKIzE/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,75,"EWP Project (Original Cut)",https://www.youtube.com/watch?v=997vBAqNjm0,997vBAqNjm0,2023-09-10T06:32:22Z,14:56,249,"EWP Project. Original Cut

CGI abstract animation directed by Ilya Minin (Eli).

The gripping tale of a demon in human form returning to his hometown. 
This short film combines abstract visuals with frustrated feelings of new generation.

2023
 
Crew:
Ilya Minin (Eli) - Director, Screenwriter, SFX, Project Manager, Edit
BVLKK - Production Designer, Animator, Shading
Spalah79 - Production Designer, Technologist, Supervisor, Support, Inspiration
Romaner - Technologist, Consultant, Light, Cameraman, Support, Inspiration, Postproduction
Marusia Izdebska - Dubbing, Voiceover, Support
e6 - Additional SFX, Soundtrack

The ""EWP Project"" appears online for the first time in the public domain",https://i.ytimg.com/vi/997vBAqNjm0/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,76,"Овощи — Игорь Яновский, Илья Минин (Eli) | Experimental Video",https://www.youtube.com/watch?v=HZJoPfHkqTU,HZJoPfHkqTU,2023-03-20T13:42:17Z,04:02,200,"Овощи — наши хорошие друзья.

И если мы относимся к ним добрее, чем они к нам, мы становимся хорошими людьми.

A short experimental audiovisual work by Ilya Minin (Eli) and Igor Yanovsky, built around a playful and absurd reflection on vegetables, friendship, kindness, and the strange relationships we create with ordinary objects and images.

Video: Ilya Minin (Eli)
Music: geztalt
Design: Igor Yanovsky

#Овощи #ИльяМинин #ИгорьЯновский #VideoArt #ExperimentalArt #DigitalArt #eli_lab",https://i.ytimg.com/vi/HZJoPfHkqTU/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,77,CAKELINK!,https://www.youtube.com/watch?v=zmMRJ03uvOI,zmMRJ03uvOI,2023-03-02T20:33:17Z,00:00,0,".
Чувствуйте себя как дома!
Вконтакте - https://vk.com/idminish
Почта - photocakelink@gmail.com
.
Если вы вдруг захотите поддержать меня материально, то можете кинуть монетку - от этого канал станет только круче!
QIWI Wallet +7915224353",https://i.ytimg.com/vi/zmMRJ03uvOI/hqdefault_live.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,78,"Автопати Agonal Machines за полторы минуты",https://www.youtube.com/watch?v=YavJ8I_g74I,YavJ8I_g74I,2023-02-15T15:00:22Z,01:30,81,"Performative Agonal Machines at Lachesis, Moscow 05.02.2023

00:08 — Соседские Дети — Песни для Народа
00:30 — Geztålt — 𖡮𖡁𖤃𖡋𖨎𖡄𖢧
01:06 — Geztålt — K ᵒ҉O꙲ ᴾB ᴬ҉ ℓԾℒ

Оператор: Василий Иванов, Юлия Баранюк
Визуал: danganesha
Звук: Илья Минин (Eli)

Вы можете подписаться на проект здесь https://vk.com/eliasadams
#eli #̵̛̞̗̳̗̰̤̊ͫ̈͗̌̒̂̓̃̅̅ͣ͝͞ #geztaltassn",https://i.ytimg.com/vi/YavJ8I_g74I/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,79,"Performative Agonal Machines at Lachesis, Moscow 05.02.2023",https://www.youtube.com/watch?v=HSd6hCtQogI,HSd6hCtQogI,2023-02-15T15:00:16Z,06:17,169,"Заключительные фрагменты Agonal Machines в клубе Lachesis, Москва 5 февраля 2023

00:00 — Geztålt — рейвера побили за гаражами
00:37 — флекс
01:40 — адский флекс
03:09 — Соседские Дети — Песни Для Народа
04:10 — Geztålt — хороший был концерт, но потом пришли мужыки
04:41 — Geztålt — пошел за пивом и упал с лестницы
05:10 — заигрывание с цепями, визуал danganesha становится суровым
05:58 — оператор сел

Оператор: Василий Иванов, Юлия Баранюк
Визуал: danganesha
Перформанс: Юлия Баранюк, Анастасия Королевская
Звук и монтаж: Илья Минин (Eli)

Вы можете подписаться на проект здесь https://vk.com/eliasadams
 #eli #̵̛̞̗̳̗̰̤̊ͫ̈͗̌̒̂̓̃̅̅ͣ͝͞ #geztaltassn #live #performance",https://i.ytimg.com/vi/HSd6hCtQogI/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,80,"БЄZTДLT — Ї₴HTAЯ",https://www.youtube.com/watch?v=vT8eT6heVfg,vT8eT6heVfg,2023-01-16T13:07:29Z,01:50,417,"THЇ₴ Ї₴ THЄ BЄБЇИИЇИБ ОF A ИЄЩ ДБЄ.  ₴ОMЄTHЇИБ Ї₴ CОMЇИБ.

БЄ₴TДLT Ї₴ A CЯЄДTЇVЄ PЯОJЄCT AИD ЇИЇTЇATЇVЄ ДLLЇAИCЄ. ЇT Ї₴ ЩОЯК ОИ PЯОJЄCT₴ THAT ЄXЇ₴T ОЯ ЩЇ₴H TО CОMЄ TО FЯЦЇTЮИ. БЄ₴TALT CAИ BЄ ЄЇTHЄЯ CОVЄЯT ОЯ ЄXPLЇCЇT. ДMОИБ THЄ БЄ₴TALT Ї₴ ОFTЄИ FОЦИD ЩЯЇTЄЯ₴, PОЄT₴, AЯTЇ₴T₴ AИD ОTHЄЯ PЄОPLЄ ОF THЄ AЯT₴, ЩHО ДЯЄ CОMMОИLЏ ЯЄБДЯDЄD Д₴ THЄ CЯЄATОЯ₴ ОF ИЄШ AЯT. THЄ LATЄИT БЄ₴TALT Ї₴ MЄИTAL, ₴ОЦL AИD ₴PЇЯЇTЦДL ШОЯК ШЇTH ЇИTЯОJЄCTЮИ, БЇVЇИБ A MОЯЄ ОЯ LЄ₴₴ AЦTHЄИTЇC PЇCTЦЯЄ ОF THЄ P₴Џ
Н̗̳̥ͤе̰͈͉̯̓ͬ̑ͅ ς̔ͩ̍๒l ͍̠ͅнє͗̈̾̓ в̬є̝̄ͬ́ш̾̃̂ͭคй ̛н̔ͤ͐̿ค̡͙͐̃ς̟͗͞#̫̺̣͇̖̪̹̦͉͖̭͔͆̆̊ͫ̈̽͑͋̀̚͞͝ͅ#̛̛̞̘͓̫̠̗̱̣͔̣̳̟͉͉̝̜́̏̇͠#̡͍̤̘̮̜̳̮̳͖͓̭͇̰͓̔̃͊̐̓ͭͭ̄ͧ͂͗͑̕͞#͎͓̫̬͔̫͔͈̤ͮͧ̒ͧ͂̃̈́̓͑̈́̀ͩ͟#ͭͨͯͤ̑͏̤̟̖̗̤̞̼̻̱̼̥̤͇̯̤#̆ͣ̄ͫ̍̓ͮ̈̆ͤ̂͏̳͈͔̮̣͉̙̙̬̙̠̝̖̹̗͡ͅ Н̗̳̥ͤе̰͈͉̯̓ͬ̑ͅ ς̔ͩ̍๒l ͍̠ͅнє͗̈̾̓ в̬є̝̄ͬ́ш̾̃̂ͭคй ̛н̔ͤ͐̿คς̟͗͞ #̴̞͚͍̰̦̭̹̤̣̑̇ͮͥ̈́ͤͣ͋ͮ̀͛ͪͬ̍́̚͘#̠͇̩̰̭̥̖̤͓̝̭͎̤͍͍̗̤̊ͣ̿̒͒͛̓͛̇̓̈́̈́͢͠#̢̥͖̗̤̱̠̯̟͔ͣ̎̓ͬ̓̍̐ͯ̌͛̽ͩͭ́ͅ#ͣ͌ͩ̔ͦ̄̍̏҉̵̱͍̮̩̼͎̥͉́͟#̵̭̭̣͖͚̩͔͆͊̇̀́̂̓ͥ̎̐͂͑̓͋̍̎̉#̛̞̝͓̥̦͕͍̲̅̓͑̏͗̐̑͗͟#̙͉̫̲̙͍̺̦͚̤̭̱ͯͬ͛͆͆͌̌͘͝#̵̛̞̗̳̗̰̤̊ͫ̈͗̌̒̂̓̃̅̅ͣ͝͞

@geztaltlab
If you liked this video, then subscribe to https://vk.com/eliasadams
#eli #̵̛̞̗̳̗̰̤̊ͫ̈͗̌̒̂̓̃̅̅ͣ͝͞ #geztaltassn",https://i.ytimg.com/vi/vT8eT6heVfg/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,81,"Depeche Mode cover",https://www.youtube.com/watch?v=wPzSisEuKkY,wPzSisEuKkY,2023-01-12T11:51:34Z,01:01,19,,https://i.ytimg.com/vi/wPzSisEuKkY/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,82,"Ilya Minin (Eli) -- Industrial Sanitation and Occupational Hygiene",https://www.youtube.com/watch?v=5xEy5C2iNIY,5xEy5C2iNIY,2022-11-22T13:44:57Z,02:18,171,"Mixed collage, cutting, Dada technique, Gestalt associations, other psychological elements.

To see the dynamics and spirituality of industrial sanitation and occupational hygiene, to understand the theme and realize the connection between industrial sanitation and occupational hygiene, watch this video about industrial sanitation and occupational hygiene in the context of art.

Music of the project used @geztaltlab

#eli #̵̛̞̗̳̗̰̤̊ͫ̈͗̌̒̂̓̃̅̅ͣ͝͞ #geztaltassn",https://i.ytimg.com/vi/5xEy5C2iNIY/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,83,"geztålt – Enlightenment I",https://www.youtube.com/watch?v=j1hq6xUp420,j1hq6xUp420,2022-11-12T14:53:22Z,02:15,305,"Просвещение — передача, распространение знаний и культуры, а также и система воспитательно-образовательных мероприятий и учреждений в каком-либо государстве.
@geztaltlab",https://i.ytimg.com/vi/j1hq6xUp420/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,84,"geztålt – Ритуал для Большого Холодильника",https://www.youtube.com/watch?v=omNsIl61tlY,omNsIl61tlY,2022-10-24T12:59:17Z,01:15,113,"Холодильник - очень странное божество. 

Если вы задобрите его дух, ваша душа больше не голодает. А если не пожалуетесь на еду и получите щедрый дар - он больше не будет вас грызть.",https://i.ytimg.com/vi/omNsIl61tlY/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,85,"Evocation Turtur — The Great Turtle Summoning Ritual",https://www.youtube.com/watch?v=4Z-8Cek0qP4,4Z-8Cek0qP4,2022-09-29T21:45:59Z,44:40,812,"Москва, 28.07.2022

Смогут ли трое смертных, отправившихся на поиски простой идеи и располагающих новейшими технологиями, выстоять перед натиском утраченного откровения и не отравиться естественным знанием подобно яду?

Главный Маг, ассистент и Симпосиарх вызовут дух Большой Черепахи, исполнят ритуал эвокации и задобрят духа щедрыми дарами.

Ритуал состоит из 9 этапов и вдохновлён трудами алхимиков “Герметического Корпуса”, Агриппы и компиляциями доктора Папюса. Мистерии музыки, танца, заклинания и визуальные эффекты, отсылающе к канонам Новой Эпохи, соединятся в единое гипнотическое полотно.

Большая Черепаха – мятежный дух Земли и древнего Океана. Будучи благосклонным, дарует людям спокойствие, мудрость и рассудительность. Но как и любое божество, Большая Черепаха может повести себя самым неожиданным образом!

00:00 — Вступление: Тишина и ожидание
13:20 — Проявление символов
21:00 — Голоса и призыв
38:50 — Завершение ритуала
——————————————
16+
Актеры: Юлия Баранюк, Илья Минин (Eli), Екатерина Власова",https://i.ytimg.com/vi/4Z-8Cek0qP4/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,86,"Who is Vova Lilo  The Myth of a Man — Mockumentary",https://www.youtube.com/watch?v=uYuEx85d8s0,uYuEx85d8s0,2022-08-30T09:14:41Z,07:59,226,"""Кто такой Вова Лило? Человек-миф, которого никто не видел, но о котором знают все.""

In this mockumentary, Ilya Minin (Eli) investigates the phenomenon of one of the most mysterious figures of the St. Petersburg underground. Wife-mushroom, an avoska bag full of potatoes, traces leading nowhere — fragments of testimony gradually construct the image of a person who may exist somewhere between reality, rumour and urban legend.

The film explores elusive reality and the mechanisms through which contemporary myths are created. Rather than providing a definitive answer, the investigation becomes a story about collective memory, underground culture, absurdity and the desire to believe that the legend is real.

00:00 — Who is Vova Lilo? (Introduction)
01:15 — First testimonies and legends
02:40 — The mystery of the avoska bag with potatoes
04:10 — Where to look for Lilo: St. Petersburg courtyards
05:50 — The mushroom wife and other strange details
07:20 — Finale: Was Vova ever real?

PARAZIT ART GROUP",https://i.ytimg.com/vi/uYuEx85d8s0/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,87,"W — Experimental Video Collage | Ilya Minin (Eli)",https://www.youtube.com/watch?v=5YdNlRgHuuk,5YdNlRgHuuk,2022-07-06T10:00:03Z,02:18,80,"Video collage piece from early studies

Ilya Minin (Eli) - Videoart
All archive materials taken from https://web.archive.org/

If you find yourself immersed, please like, comment, and share to support this creative journey.
Subscribe for more original multimedia art and experimental animations.

👇 Connect with me on social media for more insights and exclusive content:
Instagram: https://www.instagram.com/eli_lab_official/
Telegram: https://t.me/ilyaminineli

#digitalart #experimentalanimation #sounddesign #eli_lab #contemporaryart #audiovisualart #CGart #avantgarde",https://i.ytimg.com/vi/5YdNlRgHuuk/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,88,"4 июля 2022 г.",https://www.youtube.com/watch?v=SzK9wA1_RqU,SzK9wA1_RqU,2022-07-04T13:52:08Z,00:48,362,,https://i.ytimg.com/vi/SzK9wA1_RqU/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,89,"1 — Experimental Video Study | Ilya Minin (Eli)",https://www.youtube.com/watch?v=4iDHaZ6RXg4,4iDHaZ6RXg4,2022-07-04T13:39:12Z,03:16,88,1_01,https://i.ytimg.com/vi/4iDHaZ6RXg4/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,90,"С днём рождения, Артём!",https://www.youtube.com/watch?v=xM8jVXDDoa8,xM8jVXDDoa8,2022-05-20T16:57:40Z,08:17,61,"Легендарная вечеринка на 211 этаже RAVD Tower. Этот день рождения — не просто праздник, а часть истории нашего комьюнити.

📍 Location: RAVD Tower, Floor 211. 🎂 Hero of the day: Артём.

00:00 — Путь к RAVD Tower
01:45 — Подъём на 211 этаж
03:20 — Атмосфера праздника и первые гости
04:50 — Главный герой: Поздравляем Артёма!
06:15 — Вид на ночной город / Кульминация вечера
08:02 — Финал: Что осталось за кадром",https://i.ytimg.com/vi/xM8jVXDDoa8/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,91,"Весенняя Сказка",https://www.youtube.com/watch?v=xTysVDBJwpE,xTysVDBJwpE,2022-04-11T14:49:28Z,01:33,117,"Eli 2022",https://i.ytimg.com/vi/xTysVDBJwpE/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,92,"Эффект Кулешовой",https://www.youtube.com/watch?v=XKdVkUc8q80,XKdVkUc8q80,2022-03-17T09:36:25Z,03:32,238,"""Варвара рисует картину и внезапно слышит скрип позади себя...""

Видеоарт Варвары Кулешовой и Ильи Минина (Eli) использует передовые методы видеомонтажа в интересах создания художественного образа «вселенского сгустка, в который сливаются все смыслы и смыслы», бунтующего бессознательного, рождающегося во снах. 

Для того чтобы подчеркнуть острую и напряженную борьбу человека с хаосом, коммуникационные возможности видео позволяют избежать потери визуальной энергии при использовании технологий, характерных для кино. 
Таким образом, достигается своеобразная «слияние» природы и искусства, что побуждает зрителя внимательно следить за ходом монтажа. 

В фильме представлен целый поток мнемонической информации, под воздействием которой меняется мировосприятие героя. Особенность видео – демонстрация визуальных и речевых галлюцинаций в качестве важного средства борьбы с хаосом, порождаемым и управляющим жизнью. Кроме того, этот же язык способствует выявлению новых смыслов благодаря технике жесткого монтажа.

Использование суггестивного языка, подчеркивающего опасность нестабильности психики в любой момент, делает картину серьезной по содержанию и открывает доступ к скрытым смыслам. 


Видео снято в Фонде СФЕРА в ходе работы Варвары над выставкой «Дихотомическое мышление, диссонансы, колебания внутреннего мира людей искусства».",https://i.ytimg.com/vi/XKdVkUc8q80/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,93,Почтальон,https://www.youtube.com/watch?v=iegoR8KeFcc,iegoR8KeFcc,2022-02-15T19:58:26Z,01:24,128,"Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон
Почтальон",https://i.ytimg.com/vi/iegoR8KeFcc/hqdefault.jpg,available
"Ilya Minin (Eli)",https://www.youtube.com/@elilab,UCHGQDGcefrKtPa1kgjX20xw,94,"Trurly Fierndship (Official Video)",https://www.youtube.com/watch?v=B610CDVHkJY,B610CDVHkJY,2022-01-27T15:28:12Z,02:54,58,"#officialmusicvideo #frienship #geztaltlab
🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥🎶🔥

Friendship is a delicate matter, involving the choice of a companion to share the journey of life, which can often lead to moments of confusion and misunderstanding. Those who truly understand us may not always see our quirks in the same way, yet they choose to remain by our side. In the complex dynamics of friendship, there is laughter, there is tears, and there are times when we may find ourselves in disagreement, all while attempting to appear in control. It is perhaps in embracing these paradoxes that we find the true essence of our humanity.

Follow Eli:
Instagram: @magnetic_demon",https://i.ytimg.com/vi/B610CDVHkJY/hqdefault.jpg,available
